OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
333	TARA_N000002420	TARA_132	SRF	[>0.8µm]	31.5213	-158.996	TARA_132_SRF_0.8->	TARA_132	ERS493311	ERR1879912|ERR1879779|ERR1719230|ERR1719372|ERR1726816	SAMEA2623070	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_N000002420	2011-10-04T17:46	-5550	25.164595	35.19025	23.434915	0.17883	-0.00288	5	16.532129	197.7245	0	0.00081438	0.022323498	0.023501203	0.001618445		263.25375	31.3138065338135	0.000155746114614885	0	0.0024		0.0035	0		0.002	0.0062	0.01	2.4278	42	107	52	50	1026	1055	0.486663	0.607278	3275.053647	6.429348162	14422.3	0.740879025	0.0027	0.0015	0.0024	0	0.0101	0	0.0453	0	31.5213	-158.9958	0	autumn	early	0.134524	0.043804	0
334	TARA_N000002422	TARA_132	DCM	[>0.8µm]	31.5168	-159.046	TARA_132_DCM_0.8->	TARA_132	ERS493351	ERR1711883|ERR1879734|ERR1726570|ERR1879759|ERR1711981	SAMEA2623090	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_N000002422	2011-10-05T00:59	-5710	15.321075	34.39568	25.4389	0.003704	0.07992	115	0.006352	222.94125	0	0.00081438	0.022323498	0.023501203	0.001618445		246.522	28.5171346664429	0.000150476560520474	0.0055	0.0099		0.041	0		0.017	0.1252	0.047	4.4468	48	110	58	52	16	128	0.486663	0.607278	5351.604577	6.561389685	17993.8	0.727202007	0.024	0.0035	0.0099	0.0009	0.0512	0	0.0352	0	31.5168	-159.046	0	autumn	early	0.134524	0.043804	0
335	TARA_N000002464	TARA_135	SRF	[>0.8µm]	32.9986	-121.77	TARA_135_SRF_0.8->	TARA_135	ERS493517	ERR1726884|ERR1712149|ERR1879773|ERR1712193|ERR1879863	SAMEA2623204	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_N000002464	2011-10-23T14:24	-4012	17.46236	33.468295	24.22939	0.10098	0.16416	5	7.813335	226.8945	0	0.000033604	0.022733899	0.020362165	0.539206756					0.00825	0.0308		0.0643	0		0.015167	0.288583	0.029292	1.223291	33	33	44	14	679	43	0.771964	0.720057					0.03535	0.01055	0.0308	0.00475	0.1048	0.004	0.0889	0.00975	32.9986	-121.7698	0	autumn	early	-1.155182	0.047316	41.666667
336	TARA_N000002480	TARA_152	MIX	[>0.8µm]	43.7899	-16.9692	TARA_152_MIX_0.8->	TARA_152	ERS494658	ERR1879806|ERR1719178|ERR1726761|ERR1719417	SAMEA2623946	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002480	2012-03-20T21:44	-3969	14.29128	35.992515	26.89311	6.5885	0.09816	25	1.419853	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.8000030517578	0.000190000006114133							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7899	-16.9692	0	spring	early	-0.093316	0.033926	6.083333
337	TARA_N000002482	TARA_152	MIX	[>0.8µm]	43.7899	-16.9692	TARA_152_MIX_0.8->	TARA_152	ERS494660	ERR1719305|ERR1726972|ERR1719398|ERR1879682	SAMEA2623948	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002482	2012-03-20T21:44	-3969	14.29128	35.992515	26.89311	6.5885	0.09816	25	1.419853	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.8000030517578	0.000190000006114133							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7899	-16.9692	0	spring	early	-0.093316	0.033926	6.083333
338	TARA_N000002509	TARA_149	MES	[0.8-3µm]	34.0771	-49.8233	TARA_149_MES_0.8-3	TARA_149	ERS494436	ERR868380|ERR1879882|ERR1879748|ERR1711960|ERR1711969	SAMEA2623799	SEQ-(100L-or-15min)_W0.8-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.8	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002509	2012-03-01T18:50	-4789	10.496305	35.369805	27.170345	0.001534	0.0009	740	0	152.7195	20.172519	0.000983844	0.011274377	0.069205704	0.470016162		588.722	70.0233421325684	0.00010114755059476							0.00725	1.34475	20.924		150	28	150	14	750	878	0.300514	0.556866	6108.653109	6.783395287	19184.7	0.72613114									34.0771	-49.8233	0	winter	late	0.275561	0.079308	0
339	TARA_N000002695	TARA_150	SRF	[>0.8µm]	35.9346	-37.3032	TARA_150_SRF_0.8->	TARA_150	ERS494452	ERR1726817|ERR1711990|ERR1879940	SAMEA2623815	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002695	2012-03-05T09:25	-3140	17.627142	36.285292	26.349408	4.8813	0.0782	5	16.225385	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	61.6453304290771	0.000192719300684985			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.9346	-37.3032	0	winter	late	-0.032539	0.073051	1.388889
340	TARA_N000002697	TARA_150	SRF	[0.8-5µm]	35.9346	-37.3032	TARA_150_SRF_0.8-5	TARA_150	ERS494454	ERR1755971|ERR868354|ERR1719258	SAMEA2623817	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002697	2012-03-05T09:25	-3140	17.627142	36.285292	26.349408	4.8813	0.0782	5	16.225385	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	61.6453304290771	0.000192719300684985			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.9346	-37.3032	0	winter	late	-0.032539	0.073051	1.388889
341	TARA_N000002699	TARA_150	SRF	[5-20µm]	35.8641	-37.1831	TARA_150_SRF_5-20	TARA_150	ERS494470	ERR1756122|ERR1726973|ERR1719382	SAMEA2732095	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002699	2012-03-05T13:45	-3182	17.627142	36.285292	26.349408	1.3645	0.0782	5	16.159694	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	68.9828796386719	0.000267343843006529			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	106	40	114	18	263	111	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.8641	-37.1831	0	winter	late	-0.032539	0.073051	1.388889
342	TARA_N000002701	TARA_150	SRF	[20-180µm]	35.8913	-37.2369	TARA_150_SRF_20-180	TARA_150	ERS494465	ERR1755904|ERR1726860|ERR1719400	SAMEA2731788	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002701	2012-03-05T12:07	-3140	17.627142	36.285292	26.349408	2.7838	0.0782	5	16.159694	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	69.3956642150879	0.000278315274044871			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.8913	-37.2369	0	winter	late	-0.032539	0.073051	1.388889
344	TARA_N000002717	TARA_150	DCM	[20-180µm]	35.8605	-37.178	TARA_150_DCM_20-180	TARA_150	ERS494484	ERR1726852|ERR1719278|ERR1756225	SAMEA2732005	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002717	2012-03-05T16:47	-3182	17.585567	36.285033	26.360683	0.77414	0.1418	40	0.528088	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	68.5439300537109	0.000248163938522339							0.04	0	0.1745	0.8423	106	40	114	18	263	111	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8605	-37.178	0	winter	late	-0.032539	0.073051	1.388889
346	TARA_N000002737	TARA_151	SRF	[>0.8µm]	36.1715	-29.023	TARA_151_SRF_0.8->	TARA_151	ERS494527	ERR1726589|ERR1719454|ERR1879914	SAMEA2623859	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002737	2012-03-09T08:59	-3478	17.303005	36.229605	26.38564	2.1579	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	45.3979606628418	0.000111067329271464			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1715	-29.023	0	winter	late	-0.157861	0.025897	37.583333
347	TARA_N000002739	TARA_151	DCM	[>0.8µm]	36.1811	-28.9373	TARA_151_DCM_0.8->	TARA_151	ERS494572	ERR1719371|ERR1879910|ERR1719337|ERR1726596	SAMEA2623881	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002739	2012-03-09T17:42	-3516	16.74703	36.182395	26.48531	0.00238	0.08652	80	0.079852	228.11655	1.005795	0.00129951	0.021044872	0.036169071	0.306125077		426.704	49.1977310180664	0.000114745544124162							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1811	-28.9373	0	winter	late	-0.157861	0.025897	37.583333
348	TARA_N000002741	TARA_151	SRF	[0.8-5µm]	36.1715	-29.023	TARA_151_SRF_0.8-5	TARA_151	ERS494529	ERR1719440|ERR868459|ERR1756353	SAMEA2623861	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002741	2012-03-09T08:59	-3478	17.303005	36.229605	26.38564	2.1579	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	45.3979606628418	0.000111067329271464			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1715	-29.023	0	winter	late	-0.157861	0.025897	37.583333
349	TARA_N000002745	TARA_151	SRF	[5-20µm]	36.1399	-28.9689	TARA_151_SRF_5-20	TARA_151	ERS494545	ERR1726847|ERR1712203|ERR1755915	SAMEA2732085	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002745	2012-03-09T12:42	-3608	17.303005	36.229605	26.38564	3.0588	0.0132	5	25.606869	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	47.6391448974609	0.000128626939840615			12.299755			8.09894	0.019	0.0125		0.6545	56	79	122	57	256	290	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1399	-28.9689	0	winter	late	-0.157861	0.025897	37.583333
350	TARA_N000002749	TARA_151	SRF	[20-180µm]	36.15	-28.9989	TARA_151_SRF_20-180	TARA_151	ERS494540	ERR1755901|ERR1719220|ERR1726744	SAMEA2732056	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002749	2012-03-09T11:11	-3478	17.303005	36.229605	26.38564	1.1026	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	46.1567668914795	0.000110898825369077			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.15	-28.9989	0	winter	late	-0.157861	0.025897	37.583333
351	TARA_N000002751	TARA_151	DCM	[180-2000µm]	36.1765	-28.9694	TARA_151_DCM_180-2000	TARA_151	ERS494557	ERR1726824|ERR1712055|ERR1759710	SAMEA2732058	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002751	2012-03-09T17:05	-3516	16.73703	36.180745	26.486345	2.926	0.08652	80	0.06467	227.7604	1.121415	0.00129951	0.021044872	0.036169071	0.306125077		426.704	48.4319095611572	0.000117277919343906							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1765	-28.9694	0	winter	late	-0.157861	0.025897	37.583333
352	TARA_N000002753	TARA_151	SRF	[180-2000µm]	36.1631	-29.0143	TARA_151_SRF_180-2000	TARA_151	ERS494536	ERR1726712|ERR1719370|ERR1756285	SAMEA2732052	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002753	2012-03-09T09:49	-3478	17.303005	36.229605	26.38564	0.94802	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	45.3979606628418	0.000111067329271464			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1631	-29.0143	0	winter	late	-0.157861	0.025897	37.583333
353	TARA_N000002755	TARA_151	DCM	[20-180µm]	36.1736	-29.003	TARA_151_DCM_20-180	TARA_151	ERS494553	ERR1759707|ERR1712158|ERR1712088|ERR1726911	SAMEA2732088	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002755	2012-03-09T16:17	-3516	16.73703	36.180745	26.486345	5.9534	0.08652	80	0.06467	227.7604	1.121415	0.00129951	0.021044872	0.036169071	0.306125077		426.704	46.1567668914795	0.000110898825369077							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1736	-29.003	0	winter	late	-0.157861	0.025897	37.583333
354	TARA_N000002761	TARA_152	SRF	[5-20µm]	43.6858	-16.8474	TARA_152_SRF_5-20	TARA_152	ERS494604	ERR1712222|ERR1712032	SAMEA2731674	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002761	2012-03-19T09:58	-3940	14.31675	35.99167	26.88634	0.38656	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.2296905517578	0.000203749790671282			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6858	-16.8474	0	winter	late	-0.093316	0.033926	6.083333
355	TARA_N000002773	TARA_152	SRF	[>0.8µm]	43.6792	-16.8344	TARA_152_SRF_0.8->	TARA_152	ERS494592	ERR1879948|ERR1719331|ERR1726980	SAMEA2623899	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002773	2012-03-19T08:18	-3940	14.31675	35.99167	26.88634	0.036588	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.6851348876953	0.000200515532924328			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6792	-16.8344	0	winter	late	-0.093316	0.033926	6.083333
356	TARA_N000002775	TARA_152	MIX	[>0.8µm]	43.7056	-16.8794	TARA_152_MIX_0.8->	TARA_152	ERS494666	ERR1879946|ERR1719472|ERR1719460|ERR1726629	SAMEA2623954	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002775	2012-03-20T08:48	-4039	14.29128	35.992515	26.89311	0.004016	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			67.7718276977539	0.000182685340405442							0.3195	0.167	2.2565	1.255	167	30	1005	37	836	761															43.7056	-16.8794	0	winter	late	-0.093316	0.033926	6.083333
357	TARA_N000002777	TARA_152	SRF	[180-2000µm]	43.6825	-16.8412	TARA_152_SRF_180-2000	TARA_152	ERS494602	ERR1756326|ERR1719239|ERR1726553	SAMEA2731672	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002777	2012-03-19T09:09	-3863	14.31675	35.99167	26.88634	0.69139	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.2296905517578	0.000203749790671282			13.598671			8.094865	0.3105	0.1595	2.159	1.236	151	26	998	21	831	346	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6825	-16.8412	0	winter	late	-0.093316	0.033926	6.083333
358	TARA_N000002781	TARA_152	SRF	[20-180µm]	43.6904	-16.8544	TARA_152_SRF_20-180	TARA_152	ERS494612	ERR1719362|ERR1756188|ERR1726635	SAMEA2731859	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002781	2012-03-19T11:20	-3940	14.31675	35.99167	26.88634	0.38792	0.12096	5	10.059581	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.771842956543	0.000182685340405442			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6904	-16.8544	0	winter	late	-0.093316	0.033926	6.083333
359	TARA_N000002783	TARA_152	MIX	[20-180µm]	43.7421	-16.9002	TARA_152_MIX_20-180	TARA_152	ERS494686	ERR1726947|ERR1755898|ERR1719490|ERR1719458	SAMEA2731893	SEQ-(500mL-or-15min)_N20-180	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002783	2012-03-20T15:03	-3969	14.29128	35.992515	26.89311	1.3592	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			71.4000015258789	0.000153999993926845							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7421	-16.9002	0	spring	early	-0.093316	0.033926	6.083333
360	TARA_N000002789	TARA_152	SRF	[0.8-5µm]	43.6792	-16.8344	TARA_152_SRF_0.8-5	TARA_152	ERS494594	ERR868445|ERR1719353|ERR1756280	SAMEA2623901	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002789	2012-03-19T08:18	-3940	14.31675	35.99167	26.88634	0.036588	0.12096	5	9.22902	242.8405	3.209219	0.000994762	0.022559946	0.052923159	0.32542221		484.369	67.6851348876953	0.000200515532924328			13.598671			8.094865	0.3105	0.1595	2.159	1.236	144	26	505	14	523	521	0.542868	0.574202	4331.365456	6.821128944	14842.8	0.747850224									43.6792	-16.8344	0	winter	late	-0.093316	0.033926	6.083333
361	TARA_N000002791	TARA_152	MIX	[0.8-5µm]	43.7056	-16.8794	TARA_152_MIX_0.8-5	TARA_152	ERS494670	ERR1719247|ERR1719426|ERR1756164|ERR868375	SAMEA2623958	SEQ-(100L-or-15min)_W0.8-5	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002791	2012-03-20T08:48	-4039	14.29128	35.992515	26.89311	0.004016	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			67.7718276977539	0.000182685340405442							0.3195	0.167	2.2565	1.255	167	30	1005	37	836	761															43.7056	-16.8794	0	winter	late	-0.093316	0.033926	6.083333
362	TARA_N000002797	TARA_152	MIX	[5-20µm]	43.7056	-16.8794	TARA_152_MIX_5-20	TARA_152	ERS494673	ERR1726545|ERR1719275|ERR1719237|ERR1755989	SAMEA2623961	SEQ-(500mL-or-15min)_W5-20	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002797	2012-03-20T08:48	-4039	14.29128	35.992515	26.89311	0.004016	0.09816	25	1.625623	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			67.7718276977539	0.000182685340405442							0.3195	0.167	2.2565	1.255	167	30	1005	37	836	761															43.7056	-16.8794	0	winter	late	-0.093316	0.033926	6.083333
363	TARA_N000002803	TARA_152	MIX	[>0.8µm]	43.7899	-16.9692	TARA_152_MIX_0.8->	TARA_152	ERS494662	ERR1712010|ERR1726707|ERR1879933|ERR1711934	SAMEA2623950	SEQ-(100L-or-15min)_W>0.8	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002803	2012-03-20T21:44	-3969	14.29128	35.992515	26.89311	6.5885	0.09816	25	1.419853	241.1573	3.283695	0.000994762	0.022559946	0.052923159	0.32542221			64.8000030517578	0.000190000006114133							0.3195	0.167	2.2565	1.255	145	36	997	19	847	1020															43.7899	-16.9692	0	spring	early	-0.093316	0.033926	6.083333
364	TARA_N000002807	TARA_153	MIX	[180-2000µm]	44.0722	-16.4987	TARA_153_MIX_180-2000	TARA_153	ERS494752	ERR1879839|ERR1726941	SAMEA2731933	SEQ-(500mL-or-15min)_N180-2000	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002807	2012-03-24T18:52	-4004	13.401785	35.832065	26.95771	0.53809	0.0132	100	0.000036	244.0315	4.238209	0.001042778	0.027011777	0.039164047	0.218452215											0.23	0.249	3.642	1.626	158	13	235	13	525	525															44.0722	-16.4987	0	winter	late	0.176339	0.064908	0
